,resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,workout_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,average_cadence,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,average_watts,kilojoules,device_watts
143,2,Evening Run,8636.6,2991,3149,48.5,Run,Run,0.0,4107424304,2020-09-24T18:15:01Z,2020-09-24T19:15:01Z,(GMT+00:00) Europe/London,3600.0,,,,12,0,0,1,0,False,False,False,False,everyone,False,,"[51.527567, -0.11638]","[51.527425, -0.116175]",2.888,13.6,,False,,,False,False,25.1,3.4,4395088383.0,4395088383,88a38d04-2c88-4928-82e2-8df097bd3478-activity.fit,False,0,0,False,32760347,1,a4107424304,g~nyHjvUPDESFOKAEBCHPQNWT]l@SDUDKl@s@b@[z@_@ZWXg@r@iB`@k@d@_@LGTE`@?TId@G^Kp@i@n@q@~@oANYBMNy@FeALy@Ps@HUF[Pg@D]P{@Ou@ASDi@Lg@h@y@FEXa@tAqBLKXIM??GTq@RU`@c@hAg@d@]n@w@fAu@ZMb@IDEZCf@sE`@i@l@_@b@Of@AhBa@BE^@nAIf@WXGZSp@CNBx@\t@@bDeA^YhBUfAI~BTCGP?FCFVH@LCdAu@n@SlA@t@Z|@R~@ZzA~@jAMjAQd@ORClDELBjBHfACROFA`@FMDABNMBDCx@QfCItBCxA@j@MjCGh@AZG|@Ff@XjALt@^~EBj@C`ACROh@Ah@H|ARbB@jAFhAThBXdAV|ARv@Dd@FNLDDFFRB\An@@j@DXVdALZTV`AfBz@lAj@l@NPTRh@r@d@b@JFV\Z^v@t@TNd@Nv@HbBVh@Rn@`@tA^z@\pAZt@Ft@INGNAj@HdBd@P?@J?\UtH@~BCrB?nACj@Kt@EbBNrB@d@G`@K\i@nAU\OJ_AXg@@g@Kc@Qm@Iu@?a@LM?OG[CEB@DMXo@XwCf@w@Cs@FEBEHWFg@@k@N[Nc@v@i@f@I^YFUI_@?kAJIHAHEBOAc@SKSGUKKUKCOBEAIQPQXm@hBU^IDOEKMKy@KWGA?j@M[EBEQC@?PGBg@o@ISKDI?w@a@YIq@Cy@D}@EyBPGK[kA@KDG@k@Ec@Ia@Q]yAgECWOe@s@oAk@y@Ss@Ii@Gw@Cc@@mAGc@KwAC_BS{Bk@w@WKIOe@GG@QGY[a@OMSQKa@Ek@UY_@[i@AUFo@?UGUUa@y@o@YGW@q@NYP_@h@IFe@`AKN[Nm@NIHQXKd@c@AgBYo@Qm@WQWUy@SoA_@oDGW@iAP{@AYEKGGQEQ?}Ab@}CtBi@Lm@_@KNIB_@]k@w@OUc@eAGYGy@UsBSyADm@CKKMKAoAEg@HSJKHa@d@k@nAe@l@{AbA_BzAc@b@YPQ@o@GIUa@kBOBCJC?CSOFS\Ad@[MMIu@{A_@aAa@sAUi@Oq@Bi@MMUBUJsArAg@\[j@]~@[n@_@`@k@^,2,,,
144,2,Evening Run,8993.3,2550,2657,49.2,Run,Run,0.0,4059633908,2020-09-14T17:24:22Z,2020-09-14T18:24:22Z,(GMT+00:00) Europe/London,3600.0,,,,3,3,2,1,0,False,False,False,False,everyone,False,,"[51.527506, -0.116347]","[51.527552, -0.116106]",3.527,11.6,,False,,,False,False,25.6,3.8,4344635854.0,4344635854,91a3d9bd-2ab9-460b-927a-6fad37b8d98f-activity.fit,False,1,0,False,32760347,1,a4059633908,{}nyHdvU@HN?@IRYPMDDXQp@wAVq@b@w@NOrAgAb@YRK^GDEJSJKZKb@e@VS`Ag@h@m@fAa@zA{ARYT_AFgAXiBFwAVmCT}ANo@JcAH]FIFAFGVi@F?tBuBP]x@}@n@y@PMrAa@r@]rA_Af@i@t@a@\a@tAa@j@U`AUD?bAf@ZXP^T`AHLJDBk@Fa@Dw@F[t@eAh@uAh@_AJc@Fm@Tq@@QAe@RqFFWLUv@k@LCXQ^IHBTADBLRB@FCl@d@jDWPBHLPd@H`A?v@En@WvB?`@@JDBD?@CABB@VBRLB_@BGLA^Pb@Db@U\GNHLVDBpAMt@Dz@P~@?j@CVDZNNBNQZC`@DTAl@SnAQdBCvDJ`@AHI?CACAOEAEBGCCEI@MVK`AGpAAb@JdB@zIFn@PT@LA\M~@?PHTJJHXXdDBfBN|BAXOn@?z@N`BJ`DLn@HjAVvAZ~@f@vCd@bBJxATl@Db@Xv@n@jAl@bBpAbB^j@TPr@b@Nn@h@~@FFr@Ph@HpBl@|@Pb@D^Eh@JFIHWZmBVkAJ]JMPIND^IHBNIRBpBf@PHPNHBDCF@VHXTX^FVD\Al@Bn@\dC@d@AtCIjD@jBEnB@lCIj@ACA@@VEh@@XY~CAx@Bz@CDOIOc@EGOCSPg@Tg@`@OFaB@q@?[CSHiAa@_@?WUI@UJ[Rm@h@_@TUXWTq@\oAb@WBMEE?E@MLKCk@x@QNa@PwATe@NUNOBK@q@Ik@k@oA}BYo@kAyBa@gA_@sAg@q@q@oA_@_AoAsBe@kAYwB_@mBg@mAKSSSKY[}AWcC[aBWs@OSYUSI@QEOQSSk@]g@QKYWy@o@eBk@_@CUBO?UBg@JQJe@b@WLUHyAXYPODa@v@m@VuCz@[VU@KDyAdBWV[PYHa@@KAKOI?KCGBAHKAWHSRSPEVy@Na@TUVk@d@k@VSBWCMIe@o@Yk@m@uAy@{CqA_EKYe@g@KSIqAA_AIeB?k@Ga@YgAGg@KyDAMg@yAWmAMg@IWIEWCg@HYRaA~@i@RQRGCGDg@hAUXS\k@`Bk@j@}@n@k@Zi@RaA`AUEQMKOk@iAWs@[_@S]Ug@Mg@Is@CIMIoAt@cA^EDAD?p@GZQd@SVURk@T_@VMBQJOTID,2,,,
145,2,Afternoon Run,8485.8,2216,2383,64.3,Run,Run,0.0,4040293255,2020-09-10T16:41:17Z,2020-09-10T17:41:17Z,(GMT+00:00) Europe/London,3600.0,,,,5,1,1,1,0,False,False,False,False,everyone,False,,"[51.527745, -0.116504]","[51.527707, -0.116222]",3.829,15.1,,False,,,False,False,22.1,6.3,4324166219.0,4324166219,d03e093e-50cf-49b1-8223-ddb648fcbd79-activity.fit,False,1,0,False,32760347,1,a4040293255,k_oyHdwU?EEE_@?IEEBMLGLK^Ih@A`@Bh@Z~CF\Vh@ARAFIJi@\O\Wb@URWJEAUk@Gc@QcBQy@QoBWkBaAmDD[NS`@_@~@a@`ACF?TLXKl@I`ASXUtA}Bz@kBX]LUNm@F_@@k@B[PYLg@Zu@R[`@e@lAkBTi@Zw@Vi@\u@FGf@Sj@q@d@kA?Mf@_@LUX[Vg@X{@LSl@y@l@k@Vi@bAiA`AgAXON]RYt@a@j@a@d@i@lCsAhAu@t@[XSn@Nb@Mp@]|@Kj@?`@DHGB@AF@LDHJB|@a@f@[hA{@x@WZQnAP`ECXI`D{Af@Ox@BFNBA@LDBTGn@Db@Iv@_@d@ORCpCC^Jl@d@t@\n@TLNRLPBjAYn@GtGFRBvBIKIOGi@KoAB}AGa@?aBLmAAUC]Du@PS?UEg@]NgAOSWg@G_@Bg@@q@Ca@OkAIyAKqACeD@s@CeA?k@@SCm@@m@Pq@D[F{BGo@@g@EwACc@Kq@Aa@d@qDBuACk@Su@Go@OCEQ@SJa@^}@HIHCF?FFCEBE?y@IiCR_Ad@?TGp@?FDFDLb@P\FDXEJBT?JHdAT`ABJF`@^\R~AhAZNz@j@\NPN`@PT@_A}@i@]qAs@yAg@mBy@c@[mB{AIE{ADqASaBM]MIGYu@KACEIISAWR?Fg@Mm@CG?SF]Eg@BcBCo@HWCUISWa@{@_@gEBSDu@DF?j@CLY`AEDGTEFG@BVRf@@\EAAJKrCB[EVGjACKIRM@e@XOF]@GGDD?Dg@p@c@d@q@d@?BeAY_@GMBOJAPEFKGCFAjB@J@CJJ@ZuAbDw@|A{@tAm@n@aA^oAXW?m@KU@MBKNEZ@`@JpBJv@BbB?vAN|AGNUTQXERCBEKBdHCd@K`@?Zc@vB[`CMzABpAGJSx@Sd@w@n@y@jAc@Zc@Tu@x@g@Ve@HMHKfA?~@BRGBGEYz@KPq@|@]j@M^KPM`@Wd@g@nA{@zA_@|@QRqAhAm@x@WTa@HMFQPQt@q@lBu@x@m@v@If@Wv@}@zBCLCZACCBEJa@pBKr@Uj@AAFFBP@nBCn@E\c@x@o@r@K\gAr@,2,,,
146,2,Afternoon Run,6399.5,1593,1649,37.0,Run,Run,0.0,4026151285,2020-09-07T16:52:06Z,2020-09-07T17:52:06Z,(GMT+00:00) Europe/London,3600.0,,,,5,2,0,1,0,False,False,False,False,everyone,False,,"[51.527784, -0.116301]","[51.527661, -0.116178]",4.017,13.7,,False,,,False,False,25.7,4.6,4309241645.0,4309241645,5b580ec3-2eb8-4a31-b6ef-78101d69e5a8-activity.fit,False,1,0,False,32760347,1,a4026151285,s_oyH|uUn@p@HAMOa@YABAGDa@JAJS\FZ]HSLIHFDGPiAt@aAP]^GvAq@f@KZU^a@d@Y\g@zD{@FIBJBECI?E`@sBPk@b@{@f@_CJuANm@R]T_AHOt@_GE?CW@MJM@MHENORIP[@OLOXKVWD?Zk@f@a@PCXm@RQFMVIFDPGf@]\e@JGN?POT]DQDGBOJKf@QzA}@?@LE^WD?\KNMTANKD@NIB@JYRKHKNEPMPCLFF?\_@~@m@ZYbAu@TLBF\FFZLCHRb@FNN^QJFp@Gz@[dAQTk@RQDCb@GPKd@CHHHG\Jb@BF?NGj@JlA_@RSHE`@GZQ^GPHN@\PF?NKF?ZBh@PJCpCPh@LPb@JJTEZOHITErADx@H~@Bj@?vCFp@EH@FDMTEVE~BKjACp@Br@A`BBd@ClBLTFR@b@G~@@JHJ@F@r@Ll@TfGAnAQfA?`@Ad@@b@RvBb@|DpAbIPR`@LRL\h@T?HEORDNSBe@`@k@^ILeA~@KR_A|@{AlAs@d@mBdBWPIJ_@V_@b@cAv@s@x@c@Ze@VUVI?]\O@SIo@aAKIa@Qg@KYMOSEEC@GKc@OIc@w@yAOSUG]DUDi@TuAdAUJeBlAi@VKHg@Jo@RmAn@WXUNEXk@^QAIBa@Z}@T_@b@QLQBGJK@EC?B@WSMMRAPKPULo@EKRCCGBGDMTQTk@h@WLGCCG?SOI?UGGMYa@KeAe@IYGAG@@SIG?MGMa@w@i@}Aq@aEK]Sa@EQ?BBKGDWF]?eAh@u@l@e@Lo@VqA|@Wl@QHsAbAe@Nk@BQHWBEEE[E?IgAWqBa@yAQ{@UuAGg@I]SeBKm@ELEMGEE@o@f@KDEA]u@_@e@[[e@s@[_AQq@QgACCM?G@EDs@Xi@Le@XsAhDOT[ZQFiAr@,2,,,
147,2,I miss Hyde Park,7401.6,1999,2132,75.4,Run,Run,0.0,4001763358,2020-09-02T16:40:14Z,2020-09-02T17:40:14Z,(GMT+00:00) Europe/London,3600.0,,,,6,3,0,1,0,False,False,False,False,everyone,False,,"[51.52812, -0.116335]","[51.527074, -0.115956]",3.703,15.5,,False,,,False,False,43.2,6.4,4283612298.0,4283612298,e1986390-2724-4710-9943-21cc5a68d400-activity.fit,False,6,0,False,32760347,1,a4001763358,waoyHbvU`@s@MPD??Xa@IQOa@m@a@YI@OKCQMKEQOWOo@EgAQsAIUK_A@g@CKOa@CWW{@Uk@Ci@[UGUc@?Mv@Tj@EP?x@Y^]LCJ@AC[IA?EB@Th@F?Xb@d@T\FBH\DFFHd@JN@\Kf@E`@SZETUh@KECR_@LKAGFeAu@]Ou@Ii@mAaAwDOKUu@Cs@PeCCmADaAGu@UqAIw@@g@FIFc@HSJsBAi@BOVCFKLG@KPQXo@CYBWAQKUUIIL?TFBFIB??RNRPBLNRl@RRJOHAPUL[Io@@QGe@?]CSDMD_ABMRB@NTAFNR@PPLBl@r@DNHHDr@LRTdA`@jAPxAHFDTRd@\n@\bB`@fABJGx@Kh@ApEFVB\FR?RPl@Df@Lh@JvAHVB\LTHDJr@ATBFG@@D[FMF@XFJ?HBIITAf@CC@XFXLP@RAEl@Wh@M^_@t@[POv@}@j@qAh@u@d@[\Kp@gARSxAk@j@c@v@SXA\SP?RKZWDQTWDa@Vc@x@}@NIB_@DABe@JUA]DEBOAc@ZkABe@AWRg@BS?a@Ew@BW?sBDw@RoAEYBSM_@BWK]?Y^i@\[BSTIJQ@c@FSb@?FK\Ad@OXYJWVUjBu@AIZIBORM@Kd@G?Eh@e@x@MZ[v@GVa@@IFB@i@bCh@P@\ADGZBJSHeA`@[L_@LIZHRNTKTNBA?Q@CRCRRH?j@[x@Xh@GvA_Ao@\lBWdCk@|@LHLRFpBDv@Jt@E\Ov@EVFPLF]LUlCxABAFe@AGSBEEcAf@[AMJyACEFQ?ULa@@CD?Zc@Ek@Km@BMEKj@IA[NY@UJWAGTQPw@b@[?w@_@m@KSH[@QIAG]Ie@V]S_Dj@aDJCARSE]EM]c@M_@o@yBaA}De@sAAKFW@YE[QW_@SUFGW[p@CAOn@Ij@IhACdAGJAMT`BNPKr@c@bBq@JWLyAfA]d@Ed@o@dBALMREVWDc@XOZQFGNUGGPSRE^IJa@d@{@z@OHKRaAz@_@n@k@zAU`@Y@I[MGIMQ@CHSNMRIVk@xE?CKLSt@g@ZMNMXKFIJMBGFQ??HIRI`@Wp@[xA]x@o@dAAtAC?g@zAAB@QSj@[`BMlALADd@QnBGb@Yv@AJMNCNIHAN?GJK,2,,,
148,2,Lunch Run,6224.3,1721,1748,41.3,Run,Run,0.0,3819916947,2020-07-27T11:08:31Z,2020-07-27T12:08:31Z,(GMT+00:00) Europe/London,3600.0,,,,1,1,0,1,0,False,False,False,False,everyone,False,,"[51.495238, -0.179444]","[51.501705, -0.180051]",3.617,12.1,,False,,,False,False,28.1,7.4,4085023033.0,4085023033,7a4ffbf8-e26f-4a85-91e2-b7ad6b7008d6-activity.fit,False,0,0,False,32760347,1,a3819916947,ethyHp`b@i@s@ASCBF?FIEQOBQAe@UW@e@LQBQAUJQB_@?E@c@\k@LSBm@B[\UPSFE?YGaAA}@VYA[CQ?u@TWN_@JQBM?gAMOBk@Ri@Hm@TQDKAI@cAVe@Ra@~@EEJ?DJ?JCJILGDG?EzB?NN^@N?d@EnABz@CT@ZWhAUz@a@dAi@r@eAx@s@t@E@SJ]JeAVsAVWBc@AKC]FcA^y@TgB^k@T?b@SJI?eBp@a@JwCd@gA`@_AFq@Jc@LS@q@TS@?BKGoBM_AFDu@AIe@aA?]JyA?g@IQM_@Eo@Mi@A]JgBGaAC_AIaAIu@KgCMaACsBDiF?oACiA@gAKeEGg@S}@OeCQkAWw@o@eAMe@Iu@MaCOwAOiAPsAJ_BAWG[Ys@CFKICYl@cAF[@OAgCMgDCcDIgBBwBKmCM}@[mDU}AMoA[oHK{A?_BFaBFOPO~@Mj@QnBw@f@W\Gd@Md@W`A]dA[`AKjA[RKVWXSlBk@jAk@jA_@h@KnAk@|@Sz@Yn@Gv@a@`@Od@WLEJBZ`@`@Ph@h@TNdAfATh@^~A@VAn@KbABtAGnCAdDEz@@`CCv@Gb@ATApEFjAAx@G|@?rBKfB@pIKtIChCFlDFnBFx@DVV|@D`@ZvAHf@Bx@H~@DJb@z@r@|@Pn@L|A?~DBV@HHF^DRCn@YP?FDHVFvALpAj@hC,2,,,
149,2,Afternoon Run,6159.1,1629,1645,40.8,Run,Run,0.0,3776094822,2020-07-17T15:38:51Z,2020-07-17T16:38:51Z,(GMT+00:00) Europe/London,3600.0,,,,9,1,0,1,0,False,False,False,False,everyone,False,,"[51.495311, -0.17934]","[51.501782, -0.180101]",3.781,8.0,,False,,,False,False,28.1,7.5,4035211111.0,4035211111,815d8a15-4637-485f-9151-261d535e14ec-activity.fit,False,3,0,False,32760347,1,a3776094822,uthyHz_b@DY@c@U[KCk@i@CPBZBHE?CDGMGCM?SNw@@QCCFC?GNWLK?w@YMAG?UJM?cASaAFI@]P[TI@e@ES?w@`@_ARc@Bi@He@TSb@ON{@XWFc@Bw@M_@?]Pm@L[L@@GFEEE@QNKHG?On@ObAI`@Iv@?r@PtE?X[pBUbBUbAOFO?e@HYNWDy@\aA\SDu@HsA^oAn@k@Py@h@kBn@IBOAW@_@Hs@Vi@XiB`@u@Xk@J_@PeAZsAf@u@Po@FyAl@O@IIWgAI}@?eBIk@Ay@MeBEuDMcC@sBEa@Ko@MiBAwBGgBOcCIkCIy@OwGc@cCs@oCu@sDo@iFMo@PcFEg@Wq@C]F]\cADm@CcA?yAGsBIcH?wAIgCImAe@mFMuC]_DWgEA[JwADoAF]LQf@WdAUbBi@dAWdA[x@_@h@Qf@WPEn@Ip@]|@S~@g@h@Qz@Sx@Gx@WpBu@p@OhAm@r@Or@W\Qr@WN@f@n@n@`@|@t@ZLTTLZJp@Rr@B\@j@IzA?~CKhG?dBKhEBvCEbC?bCElAMfI@lBE~D?fFL`CHxC?nADZJTDT?l@BTPVx@f@HFJd@F`@FxAVlAJn@DjBL~BJzADXBJPL|@Fd@GF@LRXx@Jr@Fx@@|AFv@,2,,,
150,2,Lunch Run,6065.0,1610,1766,40.2,Run,Run,0.0,3765468327,2020-07-15T11:18:56Z,2020-07-15T12:18:56Z,(GMT+00:00) Europe/London,3600.0,,,,15,0,0,1,0,False,False,False,False,everyone,False,,"[51.495418, -0.179226]","[51.501768, -0.180133]",3.767,7.1,,False,,,False,False,28.1,8.7,4023415809.0,4023415809,a43f60da-9d67-49de-bd88-36f874f27b3b-activity.fit,False,4,0,False,32760347,1,a3765468327,iuhyHd_b@OOKCq@C[Bc@N{@NgABeARa@AYHm@AeAXyBRy@RmAJe@@m@Nc@Ba@F{@HkAT]@YF[NMPS@{@RKLE~A_@vC?t@JvACbCO|A_@`CELILIDW@q@Nk@Rk@VoCr@eH~BoAf@uAb@aAb@aAPkAZe@R_@FiDnAm@RqAf@[F{Bt@G@MGGQE[AkCK}CUuEKyFIaAC_AMoBEkAOuCAcBSaEU_CQ}CQ{AOwBy@wI_@oCk@gD@]R_C@g@Ea@Oi@Gy@ESBUZo@HoACwDCs@?iCGqACkDGeAOsBCs@c@oDKoDo@}IHaEBOJWBEVM~A_@v@]`@Ib@Q\GjAc@bAe@t@STM~@O|@]j@EVIZE~@gAV?hAIj@Ij@QtAg@b@Wb@O|Aa@~By@\GP?ND\^|@h@`BxAVf@J`@JlBGjF@nAErC?fDAd@@x@GvD?|BElACfA@bCChA?l@K|E?dHGvEBbCNzDAlARl@F~@DNDJRPh@\HHFPLpA^~BLrAHvAJfEHx@BJLJn@Cz@QH@FDRt@FvATlAJvB,2,,,
151,2,Evening Run,6301.5,1683,1683,39.7,Run,Run,0.0,3732822302,2020-07-08T17:12:26Z,2020-07-08T18:12:26Z,(GMT+00:00) Europe/London,3600.0,,,,9,0,0,1,0,False,False,False,False,everyone,False,,"[51.495569, -0.179301]","[51.501805, -0.179968]",3.744,11.8,,False,,,False,False,28.1,8.2,3986966246.0,3986966246,18aa4a30-5c16-48b0-b3d5-199f6eeb8d19-activity.fit,False,1,0,False,32760347,1,a3732822302,gvhyHt_b@Qs@KFCGDHCXGHG@k@KM?[QMA]FILKGI?EBEN_@`@YNa@@[E_@?[G}@DOJWBWNW\I?SAAGe@Eu@c@k@@[BMA_@MOR[tAQNMD[GICWYMCUl@I@UVo@Hm@GO@WEcBJCFKHSpAQlBC~APzBAh@GdACdCOrAMd@MHuALgA\s@XaATk@Ta@FyAh@i@HqCfA_Bx@_ATk@HoDbAm@Lo@Te@T}C~@q@Xe@J]Nk@DQIc@aAQWCKK{B?}@IgAK_FOmBA_AM_BC{AKsCMsEQkDQwBCcAQwBKaFCs@CUg@cBcAoGIs@Ic@QiB@i@RkB@s@C]Mo@I_AHc@Ri@B[@w@?c@IwB?eCEkCGaB?qBOeAGyAg@wFQ_EMmAKaCGo@ImBFoB?aADULQvBm@n@UtA[dAg@|Aa@tAg@l@Ir@Od@SrAa@v@]t@Sb@ItAa@VMbA[`Aa@RGfAe@`AWj@K^M`@GP?b@X^N^TbA`@t@z@F^?NYv@ARBhBIpAAdAO`DMpAQjAEnAYnDGtAQlAKhBElB?b@ZtADh@MlB@\Ch@EVWp@Kb@M`AOfBg@hD[zACx@FvBC`@GX]n@CJClADRPR`Ad@PLp@p@rAhA`BjAX^H\PfCHj@Z^\j@PNJNBLFj@JdDXpCFLH@bBQPBFDBHF^@n@PvAL~B,2,,,
152,2,Ooof it's been a while and I can tell,5184.9,1435,1441,34.5,Run,Run,0.0,3727623304,2020-07-07T16:27:09Z,2020-07-07T17:27:09Z,(GMT+00:00) Europe/London,3600.0,,,,2,1,0,1,0,False,False,False,False,everyone,False,,"[51.495358, -0.17923]","[51.501773, -0.179894]",3.613,9.6,,False,,,False,False,25.2,7.8,3981278573.0,3981278573,1e829978-8b68-4164-81d9-1ef82c8e1ac0-activity.fit,False,1,0,False,32760347,1,a3727623304,}thyHd_b@MK_@AMDe@\gADWDIEc@@IDG?]?[NyALo@TmBDGDYBa@Lg@TSFoCZ[LoB`AGCWByAf@]BSEyARE?IIIDWXeA]QAa@YOEy@u@yBiAc@Ym@c@eAg@cAy@y@_@OKc@Ew@a@_BcAc@a@SI[GSOY[IWg@{Be@}CWcAe@{@i@YKKSDc@^{@C}@HcCp@c@Js@@o@Oe@O{@SU?YBWHcARMIKWOg@UiAEi@GgAKm@Da@VqAfB}DZiAlAiCb@o@`@a@LGVE`ACt@Id@Al@KZKf@EXFTL|@z@bAt@vAt@F@HGV_@JUh@kCJ{@HYVuATcBVoCDqAA}@BiEFsACqB@eFIcDPuCFyBT}BN}@PgBj@aED}@Fg@Jm@Le@NOJ@NL`@J~@j@f@PnAbBLXH^@PCdBG`ACx@?nFMbB@nBQ|E@rCG|A?tBEbA?x@GbC@fAEhADlECtCJjBBjELfF?n@Jl@LbBb@lBJbAT|@^|@DJRPFJH\l@|IFLH@R@f@Iv@ELDDHLh@J~@@b@E`@@l@TfA?J,2,,,
153,2,Lunch Run,2686.2,741,749,25.3,Run,Run,0.0,3310988720,2020-04-17T10:38:47Z,2020-04-17T11:38:47Z,(GMT+00:00) Europe/London,3600.0,,,,9,0,0,1,0,False,False,False,True,only_me,False,,"[51.495628, -0.178715]","[51.511359, -0.174337]",3.625,11.8,,False,,,False,False,28.2,6.7,3538966717.0,3538966717,1e829978-8b68-4164-81d9-1ef82c8e1ac0-activity.fit,False,7,0,False,32760347,1,a3310988720,svhyH~{a@KMk@Oa@C]EW@ACDGAGYc@MGEBCJ}@l@[Zm@VmANc@JkAd@sFbBQJGXKDm@Fw@C[HWRILGTMnAAZKh@BJAHW`@]ZIbBKvAQlAw@dB]XSBEDCJQPGTq@jAe@j@_@Vg@P{@JsAFKF[\URgB|@yA`@oAL]P]?YFwAh@wBjAc@HcAHyAn@_@J}@No@N_A\s@ZG?EA?IJa@Bm@E[Me@]o@e@q@]WMEo@i@Wg@WmAO}AAqBEuAGi@AGE@GQHO?[UaBOsBWkAQoAWeCKwA?aAQoECeFI{AIaAg@eC_A{G,2,,,
154,2,Morning Run,7012.8,1837,1843,45.3,Run,Run,0.0,3287790951,2020-04-12T08:27:21Z,2020-04-12T09:27:21Z,(GMT+00:00) Europe/London,3600.0,,,,12,0,0,1,0,False,False,False,False,everyone,False,,"[51.495748, -0.179227]","[51.50159, -0.179415]",3.818,14.2,,False,,,False,False,28.2,6.0,3514554628.0,3514554628,1e829978-8b68-4164-81d9-1ef82c8e1ac0-activity.fit,False,6,0,False,32760347,1,a3287790951,kwhyHd_b@BMDwBGw@ELK~@[lAMp@S@YJ_@VI?CHOHa@@EGCUGQ[Di@X]L{BIi@K[@i@NKFi@l@k@\_@D?IqBd@s@BeBPcARU@UCUNk@HUTWh@C^B\KrBBlA?dAIrBA`AKdAk@rBMt@Sf@QTOHOXa@TWMIa@[Dm@CM@YHs@`@_@JYCa@Oa@SOEU?WBW\_Ap@aA\{AVcA`@kA|@SRIBi@n@a@TqBp@aBz@}@Xe@JY?}@MEGN@NCDGBM_@CwBi@w@W]Ua@g@KSIi@G_A?]GaABeAGm@AmA@mATgBFy@D{AAe@e@aBSiCSwAUuFKo@OuBWuAQk@m@sF?CT[BUFeBCq@_@e@MWK[S}@AWU{@@k@B]T{AVgA@IScBAq@RgETgDIeDi@{BM{@MaBg@i@MYCW?UEKE_@M]?[Ku@CGMQAIIc@GcAGqAG_@MmA@}@N{@LsANo@HeBRiBLuCJwAJiGJeBLy@h@eBv@uBNURU`@UjAqAVq@`@[LWJKPKj@OVDHAPUPO^Up@U\QN?l@Q|@g@|@o@^]R_@Ps@L]LUV[^]rAo@~@y@XAh@[XM~@M^KXM`@]HCXALGPQ\QRGT?\LPJXX^p@^hARx@FlAAbAGvAKTMn@EDAZ@x@HpAv@fBL`@F\Bh@S~AG`A?h@Fn@VVLTJj@Ad@EXq@hBW^MZOn@KbA@Nf@pBNhA@dACpAFx@BjAJr@AzAMfCc@jDKdAGdCBvBAn@IxAQxAFxBAhBBtAI^Gp@?`CPpBXzAFp@Bp@E|@BbBHr@d@jBFXNT^nAjApHJlADLBFBAFG\SFOB?BBb@nBFLj@n@b@\f@r@L^F\AL,2,,,
155,2,Morning Run,5967.8,1601,1605,41.2,Run,Run,0.0,3282962244,2020-04-11T08:22:52Z,2020-04-11T09:22:52Z,(GMT+00:00) Europe/London,3600.0,,,,10,2,1,1,0,False,False,False,False,everyone,False,,"[51.495425, -0.17929]","[51.502738, -0.179387]",3.728,18.1,,False,,,False,False,28.2,7.5,3509467443.0,3509467443,1e829978-8b68-4164-81d9-1ef82c8e1ac0-activity.fit,False,4,0,False,32760347,1,a3282962244,kuhyHp_b@cAY_BQa@?Is@KLLD?VNbA_@Xo@Hi@Lq@EyAPq@Cm@Rq@Fs@P[AQMaABkD\}@TQ@aALI?KE]LGA]v@S\Mr@KnAKdDSxBGbB?`AMrAYpAMZMLSHIHiAR]Ja@IMAc@?OBSFiAR_Cz@uARsAh@w@j@m@TaAj@s@Ty@Ly@TWDi@@c@JgAp@{@Z}@l@iA\wAh@C@Oc@Sw@Q}@KOg@AWCOGKKs@_Cq@eAAKC]AwAXkGBqAC}@I{@[oACa@c@_BAy@KeB?a@Oa@CWBo@M[Es@ISCUMgBGmD@]@ONWTaADm@?[Iy@EOMy@QqC]aCSoBQ}@C_@GeCRaEHwBGwD@qACk@a@oDs@cDk@sDGi@Qs@E[?e@MQGWQg@Uc@Hc@L]JOl@m@T_@P_@P_A?a@F}@Jg@La@p@oAj@o@hA[~@c@zEmDPG\El@WREj@c@TMRGn@]TAn@[PCj@]D@VM`@]z@i@t@]JL\z@LJJDVDt@Yf@IX@FBDHAGJ?JHR^b@vAdBfEVbA^xBFp@F~A?~AI|@UjAM^G\i@lDCXHjDRjAR|AFpBEtAKfAGVEl@e@`B{@zD]xDGrAU`BB`BB\Ll@L^R^PP\Nd@ZfAxALJHEHDb@l@Lb@RvA?b@x@xGr@tBZXPED?LHHNNf@Dd@R~@,2,,,
